
File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Cal Check
File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,S,S Err,Cl,Cl Err,K,K Err,Ca,Ca Err,Mn,Mn Err,Cal Check
310,10-27-2016 07:21,SERVICE,si,,,,OldPlantCal,OldPlantCal,  8.0,,0.0,,0.0,,0.0,100.0000, 52.5561,< LOD, 75.2238,< LOD,376.3890,< LOD,863.9785,< LOD,18818.8613,Passed
311,10-27-2016 07:21,SERVICE,si,,,,OldPlantCal,OldPlantCal,  3.0,,0.0,,0.0,,0.0, 75.1489,  4.9554,100.0000, 16.3549,100.0000, 94.5421,< LOD,182.0044,  0.0000,  0.0000,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Cal Check
312,10-27-2016 07:24,SERVICE,si,,,,MudrockTrace,MudrockTrace,  3.0,NO RESULTS,100.0,,0.0,,0.0,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Pb,Pb Err,Th,Th Err,U,U Err,Cal Check
313,10-27-2016 07:55,SERVICE,si,,,,MudrockTrace,MudrockTrace,  5.0,,0.0,,0.0,,0.0,  5.2909,  0.2398,  0.7024,  0.0396,  0.1762,  0.0099,  0.0544,  0.0039,  0.0020,  0.0008,  0.0091,  0.0007,  0.2025,  0.0023,  0.0015,  0.0010,  0.1010,  0.0091,  0.0010,  0.0004,  0.0020,  0.0005,  0.0113,  0.0109,< LOD,  0.0010,  0.2805,  0.0026,< LOD,  0.0011,< LOD,  0.0007,  0.0010,  0.0000,< LOD,  0.0011,  0.0002,  0.0000,  0.0005,  0.0000,< LOD,  0.1187,< LOD,  0.0006,  0.0008,  0.0002,< LOD,  0.0010,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,S,S Err,Cl,Cl Err,K,K Err,Ca,Ca Err,Mn,Mn Err,Cal Check
314,10-27-2016 07:57,SERVICE,si,,,,OldPlantCal,OldPlantCal,  4.0,,0.0,,0.0,,0.0,100.0000, 11.1715,100.0000, 31.5998,< LOD,12494.4775,< LOD,204105.0469,  0.0000,  0.0000,Passed
315,10-27-2016 07:57,SERVICE,si,,,,OldPlantCal,OldPlantCal,  3.0,,0.0,,0.0,,0.0,100.0000, 16.6027,100.0000, 45.5068,< LOD,19974.6523,< LOD,350659.9688,  0.0000,  0.0000,Passed
316,10-27-2016 08:15,SERVICE,si,,,,OldPlantCal,OldPlantCal,  7.0,,0.0,,0.0,,0.0,100.0000, 12.7901,100.0000, 35.4571, 91.3579,  9.7323,< LOD,291672.9375,  0.0000,  0.0000,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,S,S Err,Cl,Cl Err,K,K Err,Ca,Ca Err,Mn,Mn Err,Fe,Fe Err,Cu,Cu Err,Zn,Zn Err,Cal Check
317,10-27-2016 08:15,SERVICE,si,,,,OldPlantCal,OldPlantCal,  3.0,,0.0,,0.0,,0.0, 55.5211,  2.9883,100.0000, 11.0202, 52.0222,  2.5221,100.0000, 17.9255,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,Passed
318,10-27-2016 08:25,SERVICE,si,,,,OldPlantCal,OldPlantCal,  5.0,,0.0,,0.0,,0.0, 61.6739,  2.4226,100.0000,  9.0825, 52.7096,  1.9801,100.0000, 14.2159,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,Passed
319,10-27-2016 08:27,SERVICE,si,,,,OldPlantCal,OldPlantCal,  3.0,,0.0,,0.0,,0.0, 58.1424,  3.0784,100.0000, 10.4532, 67.5305,  2.8365,100.0000, 19.2679,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Mg,Mg Err,P,P Err,S,S Err,Cl,Cl Err,K,K Err,Ca,Ca Err,Mn,Mn Err,Fe,Fe Err,Cu,Cu Err,Zn,Zn Err,Cal Check
320,10-27-2016 08:28,SERVICE,si,,,,OldPlantCal,OldPlantCal,  4.0,,0.0,,0.0,,0.0,  0.0000,-626927.1875,  0.0000,-231.0111, 56.5964,  2.6215,100.0000,  8.7890, 66.2991,  2.4317,100.0000, 16.1058,  0.0000, -7.9986,  0.0000,-30.9688,  0.0000,-118.1282,  0.0000,-32.8183,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Th,Th Err,U,U Err,Cal Check
321,10-27-2016 10:35,SERVICE,si,,,,Mudrock3mm,Mudrock3mm,  6.0,,0.0,,0.0,,0.0,< LOD,  1.0348,  0.6263,  0.1420,  2.3098,  0.1093,  0.2015,  0.0086,  0.0766,  0.0074,  0.0202,  0.0043,  0.0084,  0.0019,  0.2779,  0.0034,  0.0030,  0.0004,  0.0020,  0.0011,< LOD,  0.0013,< LOD,  0.0004,< LOD,  0.0009,< LOD,  0.0008,  0.0034,  0.0006,  0.0012,  0.0010,  0.0607,  0.0013,  0.0002,  0.0000,  0.0030,  0.0011,< LOD,  0.0008,  0.0002,  0.0000,< LOD,  0.1519,  0.0007,  0.0002,< LOD,  0.0011,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Na,Na Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Cal Check
322,10-27-2016 10:35,SERVICE,si,,,,MudrockMajor3mm,MudrockMajor3mm,  4.0,,0.0,,0.0,,0.0,  0.1762,  0.0480,< LOD,  0.3755,< LOD,  0.1340, 35.9431,  0.4148,< LOD,  0.0335,< LOD,  0.0157,  0.8317,  0.0323,  2.8096,  0.0326,  0.0204,  0.0046,  0.0128,  0.0023,  0.0195,  0.0026,  0.3378,  0.0046,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Cal Check
323,10-27-2016 14:04,SERVICE,si,,,,Spectrum Only,, 10.0,,0.0,,0.0,,0.0,Passed
324,10-27-2016 14:11,SERVICE,si,,,,Spectrum Only,, 10.0,,0.0,,0.0,,0.0,Passed
325,10-27-2016 14:19,SERVICE,si,,,,Spectrum Only,, 10.0,,0.0,,0.0,,0.0,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Na,Na Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ba,Ba Err,Cal Check
326,10-27-2016 15:54,SERVICE,si,,,,MudrockMajor,MudrockMajor, 60.0,,0.0,,0.0,,0.0,  0.4213,  0.0143,< LOD,1474.0220,  5.0483,  0.0805, 25.3488,  0.0920,  1.2224,  0.0198,  2.4839,  0.0151,  1.3506,  0.0107,  7.1998,  0.0150,  0.2623,  0.0019,  0.0119,  0.0013,  0.0154,  0.0009,  0.0664,  0.0013,  3.3807,  0.0062,  0.0015,  0.0000,  0.0084,  0.0001,< LOD,  0.0009,  0.0183,  0.0009,  0.1193,  0.0674,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Pb,Pb Err,Th,Th Err,U,U Err,Cal Check
327,10-27-2016 15:55,SERVICE,si,,,,MudrockTrace,MudrockTrace, 30.0,,0.0,,0.0,,0.0,  1.4023,  0.0597,  6.6686,  0.0618,  0.3343,  0.0122,  0.0145,  0.0032,  0.0133,  0.0010,  0.0498,  0.0013,  3.5488,  0.0148,  0.0649,  0.0045,  0.1220,  0.0047,  0.0030,  0.0002,  0.0243,  0.0005,  0.0579,  0.0048,  0.0081,  0.0005,  0.1058,  0.0007,  0.0034,  0.0004,  0.0079,  0.0005,  0.0014,  0.0000,< LOD,  0.0005,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.1551,  0.0015,  0.0002,  0.0006,  0.0001,< LOD,  0.0004,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Na,Na Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ba,Ba Err,Cal Check
328,10-27-2016 15:56,SERVICE,si,,,,MudrockMajor,MudrockMajor, 60.0,,0.0,,0.0,,0.0,  0.4444,  0.0188,< LOD,1603.5555,  5.4207,  0.0801, 32.7855,  0.1032,  0.1300,  0.0105,  1.6286,  0.0121,  1.5590,  0.0110,  2.3695,  0.0083,  0.2842,  0.0020,  0.0145,  0.0013,  0.0174,  0.0008,  0.0344,  0.0011,  3.1059,  0.0057,  0.0015,  0.0000,  0.0091,  0.0001,  0.0065,  0.0009,  0.0316,  0.0010,< LOD,  0.0671,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Pb,Pb Err,Th,Th Err,U,U Err,Cal Check
329,10-27-2016 15:58,SERVICE,si,,,,MudrockTrace,MudrockTrace, 30.0,,0.0,,0.0,,0.0,  1.2863,  0.0572,  2.0903,  0.0355,  0.3203,  0.0118,  0.0147,  0.0031,  0.0153,  0.0010,  0.0252,  0.0008,  3.1276,  0.0128,  0.0467,  0.0037,  0.1277,  0.0044,  0.0042,  0.0002,  0.0338,  0.0006,  0.0555,  0.0043,  0.0099,  0.0005,  0.0262,  0.0004,  0.0028,  0.0005,  0.0109,  0.0004,  0.0008,  0.0000,  0.0004,  0.0004,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.1496,  0.0014,  0.0002,  0.0007,  0.0001,  0.0010,  0.0004,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Na,Na Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ba,Ba Err,Cal Check
330,10-27-2016 15:59,SERVICE,si,,,,MudrockMajor,MudrockMajor, 60.0,,0.0,,0.0,,0.0,  0.3374,  0.0080,< LOD,2341.2905,  3.1280,  0.0645, 25.5460,  0.0886,  0.9431,  0.0196,  3.0665,  0.0169,  0.4694,  0.0078, 10.7332,  0.0184,  0.1530,  0.0014,  0.0094,  0.0011,  0.0141,  0.0009,  0.0484,  0.0012,  2.5832,  0.0053,  0.0011,  0.0000,  0.0090,  0.0001,< LOD,  0.0009,  0.0084,  0.0009,< LOD,  0.0539,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Pb,Pb Err,Th,Th Err,U,U Err,Cal Check
331,10-27-2016 16:00,SERVICE,si,,,,MudrockTrace,MudrockTrace, 30.0,,0.0,,0.0,,0.0,  0.3759,  0.0448, 11.0642,  0.0781,  0.2152,  0.0104,  0.0156,  0.0029,  0.0087,  0.0007,  0.0363,  0.0010,  3.2507,  0.0149,  0.0422,  0.0043,  0.1325,  0.0051,  0.0020,  0.0002,  0.0092,  0.0003,  0.0659,  0.0053,  0.0018,  0.0005,  0.2362,  0.0011,  0.0011,  0.0004,< LOD,  0.0005,  0.0016,  0.0000,< LOD,  0.0005,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.1224,  0.0016,  0.0002,  0.0005,  0.0001,< LOD,  0.0005,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Na,Na Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ba,Ba Err,Cal Check
332,10-27-2016 16:01,SERVICE,si,,,,MudrockMajor,MudrockMajor, 60.0,,0.0,,0.0,,0.0,  0.4117,  0.0147,< LOD,1751.2159,  4.2837,  0.0723, 33.6778,  0.1038,  0.1381,  0.0113,  3.3776,  0.0172,  1.0719,  0.0097,  3.2817,  0.0099,  0.2343,  0.0018,  0.0117,  0.0012,  0.0120,  0.0008,  0.0292,  0.0011,  3.3638,  0.0060,  0.0016,  0.0000,  0.0080,  0.0001,  0.0021,  0.0009,  0.0173,  0.0009,< LOD,  0.0613,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Pb,Pb Err,Th,Th Err,U,U Err,Cal Check
333,10-27-2016 16:02,SERVICE,si,,,,MudrockTrace,MudrockTrace, 30.0,,0.0,,0.0,,0.0,  1.0020,  0.0543,  3.3788,  0.0453,  0.2892,  0.0117,  0.0091,  0.0030,  0.0101,  0.0008,  0.0264,  0.0007,  4.2629,  0.0157,  0.0840,  0.0050,  0.1116,  0.0046,  0.0023,  0.0002,  0.0167,  0.0004,  0.0683,  0.0052,  0.0061,  0.0005,  0.1532,  0.0008,  0.0016,  0.0005,< LOD,  0.0005,  0.0007,  0.0000,< LOD,  0.0005,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.1455,  0.0016,  0.0002,  0.0006,  0.0001,< LOD,  0.0004,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Na,Na Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ba,Ba Err,Cal Check
334,10-27-2016 16:03,SERVICE,si,,,,MudrockMajor,MudrockMajor, 60.0,,0.0,,0.0,,0.0,  0.4248,  0.0170,< LOD,1950.6062,  4.8196,  0.0747, 33.6725,  0.1024,  0.1214,  0.0107,  1.3915,  0.0113,  1.3252,  0.0103,  3.0884,  0.0095,  0.2321,  0.0017,  0.0140,  0.0012,  0.0157,  0.0008,  0.0366,  0.0011,  2.4761,  0.0050,  0.0012,  0.0000,  0.0085,  0.0001,  0.0055,  0.0009,  0.0257,  0.0010,< LOD,  0.0622,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Pb,Pb Err,Th,Th Err,U,U Err,Cal Check
335,10-27-2016 16:04,SERVICE,si,,,,MudrockTrace,MudrockTrace, 30.0,,0.0,,0.0,,0.0,  1.2233,  0.0572,  3.1586,  0.0437,  0.2403,  0.0118,< LOD,  0.0031,  0.0130,  0.0009,  0.0314,  0.0008,  2.4260,  0.0111,  0.0224,  0.0030,  0.1127,  0.0040,  0.0031,  0.0002,  0.0261,  0.0005,  0.0433,  0.0039,  0.0080,  0.0005,  0.0698,  0.0005,  0.0020,  0.0005,  0.0083,  0.0004,  0.0008,  0.0000,< LOD,  0.0004,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.1479,  0.0011,  0.0002,  0.0008,  0.0001,< LOD,  0.0004,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Na,Na Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ba,Ba Err,Cal Check
336,10-27-2016 16:05,SERVICE,si,,,,MudrockMajor,MudrockMajor, 60.0,,0.0,,0.0,,0.0,  0.4497,  0.0192,< LOD,1469.2224,  5.4256,  0.0801, 33.3539,  0.1040,  0.1415,  0.0107,  2.0723,  0.0135,  1.5327,  0.0109,  2.4118,  0.0084,  0.2895,  0.0020,  0.0149,  0.0013,  0.0239,  0.0009,  0.0308,  0.0011,  3.2452,  0.0059,  0.0016,  0.0000,  0.0088,  0.0001,  0.0066,  0.0009,  0.0240,  0.0009,< LOD,  0.0678,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Pb,Pb Err,Th,Th Err,U,U Err,Cal Check
337,10-27-2016 16:07,SERVICE,si,,,,MudrockTrace,MudrockTrace, 30.0,,0.0,,0.0,,0.0,  1.4229,  0.0599,  2.3539,  0.0379,  0.2961,  0.0122,  0.0049,  0.0033,  0.0263,  0.0014,  0.0228,  0.0008,  3.2717,  0.0129,  0.0488,  0.0038,  0.1285,  0.0044,  0.0043,  0.0002,  0.0274,  0.0006,  0.0759,  0.0048,  0.0097,  0.0005,  0.0303,  0.0004,  0.0029,  0.0005,  0.0118,  0.0004,  0.0009,  0.0000,  0.0006,  0.0004,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.1563,  0.0017,  0.0002,  0.0007,  0.0001,  0.0013,  0.0004,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Na,Na Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ba,Ba Err,Cal Check
338,10-27-2016 16:08,SERVICE,si,,,,MudrockMajor,MudrockMajor, 60.0,,0.0,,0.0,,0.0,  0.4523,  0.0189,< LOD,1520.7177,  5.7610,  0.0824, 32.1080,  0.1023,  0.1307,  0.0105,  1.6491,  0.0121,  1.6635,  0.0112,  2.4239,  0.0084,  0.2912,  0.0020,  0.0161,  0.0013,  0.0176,  0.0008,  0.0447,  0.0012,  2.9764,  0.0056,  0.0015,  0.0000,  0.0088,  0.0001,  0.0067,  0.0009,  0.0253,  0.0009,< LOD,  0.0683,Passed
339,10-27-2016 16:10,SERVICE,si,,,,MudrockMajor,MudrockMajor, 60.0,,0.0,,0.0,,0.0,  0.3628,  0.0103,< LOD,2289.4143,  3.5793,  0.0689, 26.8467,  0.0929,  0.1436,  0.0141,  3.5042,  0.0179,  0.9055,  0.0093,  8.1265,  0.0159,  0.1686,  0.0015,  0.0100,  0.0011,  0.0090,  0.0008,  0.0426,  0.0012,  3.2964,  0.0061,  0.0014,  0.0000,  0.0080,  0.0001,< LOD,  0.0009,  0.0051,  0.0008,< LOD,  0.0543,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Pb,Pb Err,Th,Th Err,U,U Err,Cal Check
340,10-27-2016 16:29,SERVICE,si,,,,MudrockTrace,MudrockTrace, 61.0,,0.0,,0.0,,0.0,  1.3788,  0.0402,  2.3132,  0.0257,  0.3632,  0.0082,  0.0209,  0.0021,  0.0121,  0.0006,  0.0305,  0.0006,  3.0626,  0.0092,  0.0016,  0.0004,  0.0150,  0.0001,  0.0034,  0.0001,  0.0270,  0.0004,  0.0099,  0.0004,  0.0375,  0.0003,  0.0027,  0.0003,  0.0129,  0.0003,  0.0008,  0.0000,< LOD,  0.0003,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.1046,  0.0014,  0.0001,  0.0006,  0.0000,  0.0008,  0.0003,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,Included in Average,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Na,Na Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ba,Ba Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Sn,Sn Err,Sb,Sb Err,Pb,Pb Err,Th,Th Err,U,U Err,Cal Check
341,10-27-2016 16:31,SERVICE,si,,,,MudrockTrace,,338 339 340,,0.0,,0.0,,0.0,  0.2717,NOM,< LOD,1270.0439,  3.1134,NOM, 19.6516,NOM,  0.0914,NOM,  1.7178,NOM,  1.3159,NOM,  4.2879,NOM,  0.2743,NOM,  0.0156,NOM,  0.0129,NOM,  0.0393,NOM,  3.1118,NOM,  0.0015,NOM,  0.0106,NOM,  0.0033,NOM,  0.0191,NOM,< LOD,  0.0757,  0.0033,NOM,  0.0125,NOM,  0.0009,NOM,  0.0043,NOM,  0.0003,NOM,< LOD,  0.0001,  0.0001,NOM,  0.0001,NOM,  0.0005,NOM,  0.0002,NOM,  0.0003,NOM,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Pb,Pb Err,Th,Th Err,U,U Err,Cal Check
